Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,HAS_INVALID_NAME
48e5fb94-b8a0-49e0-7426-63cbccc47945,1964-09-14,,999-80-1232,S99977153,X17194361X,Mrs.,Sharlene,Dach,,Glover433,M,hawaiian,nonhispanic,F,Boston  Massachusetts  US,739 Padberg Annex Suite 39,Dartmouth,Massachusetts,Bristol County,,41.5420086062912,-71.0063866503759,2015887.0265,980143.5935,False
08c885d3-43c9-efd4-e8b3-c6140832b18f,2000-09-17,,999-10-2169,S99934185,X43973709X,Mr.,Otto,Schmeler,,,,white,nonhispanic,M,Boston  Massachusetts  US,651 Weissnat Dale Suite 59,Cambridge,Massachusetts,Middlesex County,02142,42.4126612386393,-71.0568406472794,514650.56,1466.4,False
155e8fa2-a0ac-80e4-23e2-0395cdcf1794,2008-10-11,,999-58-4150,UNKNOWN,UNKNOWN,,Myrtice,Ernser,,,,white,hispanic,F,Boston  Massachusetts  US,822 Eichmann Key Apt 39,Nantucket,Massachusetts,Nantucket County,02554,41.2999418498393,-70.1089379411243,319525.87,479.43,False
e26891fb-8959-8553-d12a-f92bd5c3bafa,2002-07-09,,999-95-4935,S99924516,UNKNOWN,Ms.,Mae,D'Amore,,,,white,nonhispanic,F,Boston  Massachusetts  US,784 Reichert Trailer Apt 50,Ludlow,Massachusetts,Hampden County,,42.1959733839321,-72.4099979162565,543834.2875,3743.6625,False
b4b89a78-2d0b-f956-1c84-b373ffd34e49,1966-03-20,,999-64-4270,S99918186,X18923460X,Ms.,Breanne,Leffler,,,S,white,nonhispanic,F,Malden  Massachusetts  US,824 Hammes Village Suite 28,Springfield,Massachusetts,Hampden County,01106,42.1309157178972,-72.6030136624855,2731106.391,440167.599,False
02ea18ed-ad6e-4c59-a3aa-393bae7ab7fe,1976-08-26,1994-01-24,999-23-5305,S99972009,UNKNOWN,,Justine,Hackett,,,,white,nonhispanic,F,Pembroke  Massachusetts  US,550 Crooks Vista Suite 66,Boston,Massachusetts,Suffolk County,,42.3251556562125,-70.9560022521506,439584.25,0.0,False
b795bf03-28fb-ad1d-5a43-3e44422700a7,1964-05-04,,999-55-1245,S99943779,X705612X,Mrs.,Janella,Adams,,Balistreri607,M,white,nonhispanic,F,Boston  Massachusetts  US,123 Adams Arcade Apt 13,Northampton,Massachusetts,Hampshire County,01060,42.3138303258704,-72.6385955266283,2028256.7735,380248.6365,False
49dcfcdb-2e70-3c98-9ce1-7020c1d8850d,1992-01-21,,999-14-5107,S99919260,X67310188X,Mrs.,Camille,O'Kon,,Bergnaum523,M,white,nonhispanic,F,Cambridge  Massachusetts  US,284 Nader Crossroad Suite 91,Walpole,Massachusetts,Norfolk County,,42.1740054223764,-71.2986192620538,1007546.32,0.0,False
35e37786-cae2-06f7-f0da-7fca4b33f3e7,2017-01-03,,999-23-9038,UNKNOWN,UNKNOWN,,Gudrun,Glover,,,,white,nonhispanic,F,Dedham  Massachusetts  US,567 McDermott Gateway Unit 84,Dalton,Massachusetts,Berkshire County,,42.5195164695183,-73.1895546886265,125050.14,474.51,False
905c24ca-4f11-d6e1-c555-fcf809b6144c,2000-10-11,,999-11-5315,S99930692,X45904390X,Ms.,Betsy,Bashirian,,,,white,nonhispanic,F,Belchertown  Massachusetts  US,236 McClure Flat,Pinehurst,Massachusetts,Middlesex County,01866,42.5259489094396,-71.2659941547898,399106.1775,702.0225,False
5172375b-b342-9aed-8497-6840f37b5297,1984-12-01,,999-36-7334,S99961127,X49971301X,Mr.,Ross,Willms,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,796 Ziemann Walk Apt 9,New Bedford,Massachusetts,Bristol County,02740,41.5819267231122,-70.9624521948033,960429.255,12519.585,False
478dfbd6-4a0b-f3cb-0d30-a336f9d0c2e8,1999-02-07,,999-19-2838,S99963155,X13281771X,Ms.,Florencia,Ontiveros,,,,white,hispanic,F,Wesley  Saint Andrew Parish  DM,781 Cruickshank Wynd Apt 72,Boston,Massachusetts,Suffolk County,02109,42.2534211968176,-71.1682897969333,511773.3795,4186.4505,False
49ad5c5c-a6b4-ab0f-8ed9-fe107000d511,1996-12-31,,999-72-1799,S99937485,X62107209X,Mr.,Paris,West,,,,black,nonhispanic,M,Chelmsford  Massachusetts  US,915 Funk Vista Apt 27,Marshfield,Massachusetts,Plymouth County,,42.155382581593,-70.6931664203601,625259.94,0.0,False
58287c7e-a28d-2607-00a4-8baab8c7e3ad,1994-07-09,,999-88-6441,S99921705,X65095303X,Mr.,Sheldon,Becker,,,M,white,nonhispanic,M,Boston  Massachusetts  US,613 Gutkowski Gate,Boston,Massachusetts,Suffolk County,02115,42.335459297997,-71.1077131615567,660323.195,1429.065,False
5cac9f29-c0e1-551d-98a8-277cc8f578df,1917-05-15,2011-10-16,999-44-6346,S99987412,X36339145X,Mrs.,Linsey,Gerlach,,Medhurst46,M,white,nonhispanic,F,Somerville  Massachusetts  US,861 Block Flat Unit 38,Quincy,Massachusetts,Norfolk County,02170,42.2184373735681,-71.0187874993587,2891485.6015,366655.8585,False
fbe20eaf-cbd9-11a2-2791-d69cc00771bb,1976-08-26,,999-83-2588,S99954861,X83266101X,Mrs.,Glinda,O'Keefe,,Flatley871,M,white,nonhispanic,F,West Brookfield  Massachusetts  US,715 Sipes Fort Suite 53,Boston,Massachusetts,Suffolk County,02125,42.3939871482782,-71.1033484641221,1778449.747,193985.823,False
e976b84c-d166-c32d-2f8f-152ad6b5e3af,1968-12-07,,999-71-3367,S99954068,X13585871X,Mr.,Van,Zieme,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,344 Gerlach Route Apt 77,Saugus,Massachusetts,Essex County,01906,42.5105593701738,-71.0405928135108,1371646.0975,17573.2125,False
cb6e8532-cd9a-0e39-48cd-c97b37cad662,1994-12-07,,999-34-9481,S99965130,X69058X,Mr.,Ronny,Klein,,,,asian,nonhispanic,M,Hong Kong  Hong Kong Special Administrative Region  CN,966 Pacocha Harbor Apt 68,Boston,Massachusetts,Suffolk County,02113,42.4020694019454,-70.9767907801881,667274.52,3649.32,False
3248ffc6-0867-0684-6309-c5ec2cba48ee,1974-07-11,,999-15-8337,S99930147,X12142321X,Mr.,Salvador,Ozuna,,,M,white,hispanic,M,Santiago de los Caballeros  Santiago  DO,995 Abernathy Harbor Unit 65,Taunton,Massachusetts,Bristol County,,41.8940075482063,-71.0713333837072,1171626.19,3021.18,False
731ddb1c-4c88-f6f1-3c54-e5fc5bb4c23d,1961-12-01,,999-55-9263,S99974057,X37732831X,Mrs.,Jolanda,Hyatt,,Rath779,M,white,nonhispanic,F,Mansfield Center  Massachusetts  US,546 Block Village,Lawrence,Massachusetts,Essex County,01840,42.6801761030989,-71.1766556336776,2179281.8325,2208.7275,False
a2ac2a39-b1eb-a338-3aca-7598d56e4501,2001-09-30,,999-23-4793,S99944519,X23591298X,Ms.,Lin,Powlowski,,,,white,nonhispanic,F,Gloucester  Massachusetts  US,137 Mosciski Promenade Unit 97,Quincy,Massachusetts,Norfolk County,02170,42.2503536397343,-71.0719462370022,52894.615,11113.195,False
0354da61-b0c8-3469-d3f6-c2fd0f508b7a,1974-12-31,,999-56-5795,S99988175,X63677301X,Ms.,Scarlett,Breitenberg,,,S,asian,nonhispanic,F,Cochituate  Massachusetts  US,383 Kozey Drive,Arlington,Massachusetts,Middlesex County,,42.4598034896518,-71.1386024260113,450028.4545,563871.0655,False
3b7ccd6e-f331-abc9-a498-a16280c3ee10,1978-12-03,,999-58-9832,S99999684,X24173638X,Mrs.,Sanjuana,Ritchie,,Rempel203,M,white,nonhispanic,F,Milford  Massachusetts  US,1048 Wyman Center Unit 36,Peabody,Massachusetts,Essex County,01960,42.49176112203,-71.0158389583907,1380170.846,55102.874,False
3b6c2a81-32bc-168b-5a45-2b1d3368c6a0,1940-08-16,2013-05-18,999-26-1569,S99965831,X77039660X,Mr.,Wilmer,Yost,,,M,white,nonhispanic,M,Burlington  Massachusetts  US,204 Hammes Bridge,Spencer,Massachusetts,Worcester County,,42.2425348132435,-72.0401871119469,1891555.85,140198.02,False
30806a79-c973-cf34-8b67-745d9ef038d8,1956-10-20,,999-86-6692,S99918683,X43498344X,Mrs.,Xiomara,Sporer,,O'Hara248,M,white,nonhispanic,F,Ashland  Massachusetts  US,868 Satterfield Corner Suite 59,Lynn,Massachusetts,Essex County,01901,42.4663673284721,-70.9349574967604,676485.4465,836358.8435,False
b9a2dccd-6eb0-0014-bc92-527b5dde701d,1976-08-16,,999-57-2496,S99970666,X73880132X,Mrs.,Trista,Kertzmann,,Roob72,M,white,nonhispanic,F,Newton  Massachusetts  US,858 Durgan Gate,Northborough,Massachusetts,Worcester County,01532,42.3145524926574,-71.6091317950971,1564907.3345,606865.9955,False
c650efc6-4969-4cc7-65f7-bf8b59ca6421,1917-05-15,2001-11-12,999-40-8176,S99913721,X50391709X,Mrs.,Briana,Hegmann,,Nader710,M,white,nonhispanic,F,Forestdale  Massachusetts  US,882 Hessel Extension,Quincy,Massachusetts,Norfolk County,02171,42.2341630001265,-71.0391430242223,3087576.2345,168910.7755,False
38d4ec1b-e8fe-ee81-0634-4d0ac7dc140f,1966-02-07,,999-51-8712,S99989490,X45709143X,Mrs.,Maribel,Haley,,Dietrich576,M,white,nonhispanic,F,Revere  Massachusetts  US,260 McLaughlin Parade Suite 92,Mansfield Center,Massachusetts,Bristol County,,41.9874002961788,-71.1958820363057,933103.9775,9299.3625,False
5ac6dd24-2c5c-0ac0-91f2-7c10348c139a,1958-11-26,,999-67-7298,S99928218,X35111169X,Mr.,Denis,Abshire,,,M,white,nonhispanic,M,Seekonk  Massachusetts  US,234 Gottlieb Wynd Apt 59,South Amherst,Massachusetts,Hampshire County,,42.3223132677586,-72.5074869706775,259676.4,10444.26,False
e9bb3dbd-e1ea-cff0-0646-71d64be48193,1989-09-02,,999-70-4964,S99935769,X6215093X,Mrs.,Helga,Abshire,,Bailey598,M,white,nonhispanic,F,Yarmouth  Massachusetts  US,771 Hartmann Rapid Unit 59,Hingham,Massachusetts,Plymouth County,,42.2551835311818,-70.9090063533971,1159684.89,0.0,False
f42c7ebb-76cb-c999-e713-73169d94ccce,2001-07-11,,999-10-9710,S99921572,X70095954X,Ms.,Kiyoko,Reilly,,,,white,nonhispanic,F,Boston  Massachusetts  US,236 Crist Brook,Westfield,Massachusetts,Hampden County,,42.0971143528339,-72.7709596564732,564552.46,0.0,False
3fda13ae-c868-c505-10ee-3f6d4b694b84,2019-06-26,,999-23-5202,UNKNOWN,UNKNOWN,,Nelida,Jacobi,,,,white,nonhispanic,F,Brookline  Massachusetts  US,501 Donnelly Mall,Scituate,Massachusetts,Plymouth County,,42.1998999541326,-70.7115674836188,63085.5325,3095.7675,False
ca063a61-6723-6d9c-b0b8-8bf1c7308b20,1951-02-22,,999-14-4317,S99928925,X78604966X,Mrs.,Britt,Sanford,,Klocko335,M,white,nonhispanic,F,Lynn  Massachusetts  US,266 Stroman Loaf,Boston,Massachusetts,Suffolk County,02118,42.356657098314,-71.0969996374586,2366359.3505,152238.6495,False
ff59238a-9508-b0e5-39f4-0d4afcbe6f43,2004-06-17,,999-32-7169,S99981576,UNKNOWN,,Keven,Botsford,,,,white,nonhispanic,M,Methuen  Massachusetts  US,914 Purdy Promenade Suite 6,Quincy,Massachusetts,Norfolk County,02171,42.2244788503292,-71.1179726582876,1059614.1775,144071.2725,False
bfe5fb30-e78a-abb8-a83a-788816ae9fe4,2014-10-16,,999-76-6827,UNKNOWN,UNKNOWN,,Shelby,Muller,,,,black,nonhispanic,M,North Reading  Massachusetts  US,860 Boyer Underpass,Boston,Massachusetts,Suffolk County,02120,42.2941726182041,-70.98156972817,189319.37,56.2199999999999,False
20a75f26-b297-4120-72e6-602ee5e9f4e4,1991-12-13,,999-29-4643,S99916522,X77819579X,Mr.,Leif,Rath,,,M,hawaiian,nonhispanic,M,Westfield  Massachusetts  US,526 Reinger Club Apt 95,Boston,Massachusetts,Suffolk County,02116,42.2579837573596,-71.0513309246978,716112.603,664284.137,False
25e2030b-e0c7-3b91-d434-57693cb72659,1948-01-14,,999-83-4577,S99973895,X30940965X,Ms.,Ethelene,Reilly,,,S,white,nonhispanic,F,Merrimac  Massachusetts  US,459 Walsh Estate,Quincy,Massachusetts,Norfolk County,02171,42.3195611665861,-71.0452538663757,1943993.998,15052.692,False
98120f78-9add-614d-d23f-1a600e4426e9,1993-04-03,,999-78-9056,S99934121,X42088260X,Mr.,Wm,Fahey,,,M,asian,nonhispanic,M,Sherborn  Massachusetts  US,948 Wilkinson Passage Suite 64,Worcester,Massachusetts,Worcester County,01607,42.2926625773818,-71.7897990729358,41311.09,0.0,False
ac58e6c6-b5d7-8fe7-a0f3-452885f7b560,1940-08-16,2012-08-05,999-34-6830,S99938649,X65308654X,Mr.,Robt,Mante,,,S,white,nonhispanic,M,Littleton  Massachusetts  US,819 Hauck Plaza,Spencer,Massachusetts,Worcester County,,42.2587290995072,-71.9718059480819,2683833.8355,96057.7445,False
bebfd4c4-1fcb-6cf4-5488-29c7b456089c,2000-07-05,,999-65-1971,S99910745,X53247191X,Ms.,Mabelle,Nienow,,,,other,nonhispanic,F,West Brookfield  Massachusetts  US,1058 Leannon Promenade,Southwick,Massachusetts,Hampden County,,42.0315351368487,-72.8053403472811,1264857.62,0.0,False
916fc065-f5a1-219f-42c2-13066c4e20eb,2012-01-21,,999-27-2538,UNKNOWN,UNKNOWN,,Betsy,Morissette,,,,white,nonhispanic,F,New Bedford  Massachusetts  US,351 Ferry Street Suite 24,Lynn,Massachusetts,Essex County,01906,42.4973163469079,-71.0409490407905,253153.19,1354.05,False
d4dd09e5-8eae-7136-407c-df2715f2643b,1979-10-15,,999-30-9113,S99965790,X26705261X,Ms.,Shemeka,Kertzmann,,,S,white,nonhispanic,F,Fitchburg  Massachusetts  US,443 Kulas Ferry Apt 28,Fitchburg,Massachusetts,Worcester County,,42.626160472899,-71.8099604265503,1411378.666,283131.964,False
ed45e2f4-8d33-22c1-9dcc-979f2c801297,2000-03-21,,999-61-1839,S99982841,X71813348X,Mr.,Jorge,Boyer,,,,white,nonhispanic,M,East Longmeadow  Massachusetts  US,130 Leffler Throughway Suite 13,Boston,Massachusetts,Suffolk County,02129,42.3200727440113,-71.0824644562148,1286579.07,17772.84,False
31a2e8ec-69fc-8a71-3ab6-36cbdd508713,1917-05-15,2017-02-18,999-19-4598,S99940208,X45734018X,Mrs.,Adelaida,DuBuque,,Boyle917,M,white,nonhispanic,F,Boston  Massachusetts  US,848 Casper Way,Quincy,Massachusetts,Norfolk County,02169,42.2823902384594,-71.024154770042,3973306.855,295877.185,False
9b02c15f-b00b-9618-929a-be6e432bd191,1929-08-22,,999-88-4257,S99944444,X27715695X,Mrs.,Ligia,Becker,,Nitzsche158,M,black,nonhispanic,F,Halifax  Massachusetts  US,980 Reichel Plaza Unit 32,Boston,Massachusetts,Suffolk County,02118,42.3167292781576,-71.1278385655823,2310490.213,393576.747,False
7d92a965-b73e-fdd6-acd0-7b97a62d96f7,1993-05-18,,999-63-8792,S99952593,X86488695X,Mr.,Lou,Dickinson,,,M,white,nonhispanic,M,Methuen  Massachusetts  US,407 Frami Frontage road,Beverly,Massachusetts,Essex County,01915,42.5906890433125,-70.882465244982,706027.9125,2824.4475,False
f9aa1bd1-6273-2f88-c9c3-39f7b9c0c270,1968-04-22,,999-22-3672,S99972437,X86871324X,Mrs.,Macy,Stroman,,Hackett68,M,black,nonhispanic,F,Dighton  Massachusetts  US,437 Lebsack Trace,Dartmouth,Massachusetts,Bristol County,,41.5752488135994,-70.9119478935912,1559851.6025,84381.9975000001,False
5a0b111e-9440-a534-f2b9-12c100d89868,1973-02-09,,999-48-3383,S99930266,X25596721X,Mrs.,Robbin,Green,,Gottlieb798,M,white,nonhispanic,F,Brockton  Massachusetts  US,296 Durgan Plaza Apt 94,Medford,Massachusetts,Middlesex County,02145,42.3795821343228,-71.058296114591,1751635.556,668279.474,False
b48ab7a7-cdd4-7604-c9e3-9a873e905359,1937-11-04,,999-57-8621,S99934487,X74275556X,Mr.,Vaughn,Crooks,,,M,white,nonhispanic,M,Palmer  Massachusetts  US,478 Miller Bridge Apt 0,Haverhill,Massachusetts,Essex County,01830,42.7335779535911,-71.1254597558098,2198977.4795,65703.4905,False
46a347db-536c-5074-ab87-66802ca5395b,2017-08-06,,999-14-6917,UNKNOWN,UNKNOWN,,Shona,Swift,,,,white,nonhispanic,F,Wilmington  Massachusetts  US,617 Lubowitz Stravenue Unit 37,Malden,Massachusetts,Middlesex County,02148,42.3944956567906,-71.0885799179188,109992.63,131.22,False
db827d6a-d1c7-cd51-9b86-626ab88d58da,2010-02-06,,999-52-5183,UNKNOWN,UNKNOWN,,Donny,Howe,,,,black,nonhispanic,M,North Andover  Massachusetts  US,235 Ullrich Trace Apt 91,Seekonk,Massachusetts,Bristol County,,41.8457305025216,-71.3413216739231,303455.11,0.0,False
291828e7-6bda-7710-381e-93e150aa1312,1943-08-28,1998-01-09,999-34-9468,S99965987,X81221708X,Mrs.,Charlyn,Bayer,,Kemmer137,M,white,nonhispanic,F,Chicopee  Massachusetts  US,220 Hintz Way Apt 19,Whitman,Massachusetts,Plymouth County,,42.0983891704982,-70.9062253451087,2195689.286,140517.334,False
27ee3743-45c8-dbad-f3b3-1a49a39e8b83,1940-08-16,,999-79-2859,S99946207,X39392834X,Mr.,Marcelo,Kub,,,M,white,nonhispanic,M,Gardner  Massachusetts  US,707 Kassulke Mill Suite 54,Spencer,Massachusetts,Worcester County,01562,42.2602993376383,-72.0082813491662,1951917.6915,71349.7585,False
62857336-4176-3277-206d-58ba274aed30,1962-10-02,,999-52-1703,S99994734,X48792510X,Mr.,Gerardo,Herman,,,M,white,nonhispanic,M,Nantucket  Massachusetts  US,635 Becker Course,Shrewsbury,Massachusetts,Worcester County,,42.2697796002635,-71.7575885493907,1490077.245,14030.925,False
6631206a-710c-945b-a5a3-e71390a411f8,1959-12-10,,999-30-6978,S99919958,X57733097X,Mr.,Andre,Grant,,,M,white,nonhispanic,M,Wrentham  Massachusetts  US,1066 Zemlak Light,Newton,Massachusetts,Middlesex County,02459,42.2943690692009,-71.188250035386,2389227.175,1089.615,False
8adb0f0b-979c-f354-4afe-93335d71af3a,1975-03-10,,999-66-9877,S99984073,X74933308X,Mrs.,Juana,Duarte,,Menéndez746,M,white,hispanic,F,Salisbury  Saint Joseph Parish  DM,677 Gaylord Divide Apt 82,Boston,Massachusetts,Suffolk County,02125,42.3373234434868,-70.9994749402901,1971273.33,5422.41,False
2af3a46e-757d-0544-452c-1231039f4a6b,1963-12-05,,999-20-1427,S99993425,X21642505X,Mr.,Kenton,Strosin,,,M,asian,nonhispanic,M,Delhi  Delhi  IN,959 Fisher Frontage road,Everett,Massachusetts,Middlesex County,02148,42.4074787266636,-71.0535737839933,1470208.35,2016.36,False
6493c2c4-8139-16da-0a7e-39cf37bc3b2f,2002-06-22,,999-76-1295,S99932347,UNKNOWN,Ms.,Filomena,Miller,,,,white,nonhispanic,F,Lynn  Massachusetts  US,485 Konopelski Bridge,Reading,Massachusetts,Middlesex County,,42.4872272824739,-71.1010119995301,536026.0675,306.5925,False
1f10b0a5-575f-fde2-c602-f65c014c6bf7,1971-11-13,,999-30-5743,S99943469,X66216760X,Mr.,Monroe,Streich,,,M,white,hispanic,M,Belmont  Massachusetts  US,695 Breitenberg Orchard,Boston,Massachusetts,Suffolk County,02203,42.34994977106,-71.0350820459445,1110326.79,0.0,False
707051d8-8fea-209d-7a46-556f060df1b2,1978-02-27,1991-06-18,999-91-5811,UNKNOWN,UNKNOWN,,Essie,Kuhn,,,,white,nonhispanic,F,Saugus  Massachusetts  US,368 Jones Parade Suite 96,Lowell,Massachusetts,Middlesex County,01850,42.6167999954059,-71.3512428604719,36586.955,20426.425,False
e1183fd3-ffb9-5078-31ea-2ab0e5e7db90,1943-08-28,2003-11-09,999-93-4310,S99921620,X82111435X,Mrs.,Josphine,Keebler,,Swift555,M,white,nonhispanic,F,Somerset  Massachusetts  US,438 Pfeffer Harbor,Whitman,Massachusetts,Plymouth County,,42.092961245486,-70.9060904770949,1696347.785,29711.595,False
36a83b79-3f28-57dc-b0cc-6dccdcb2c2b0,2001-01-07,,999-50-3118,S99993605,X35065313X,Ms.,Asuncion,Heidenreich,,,,white,nonhispanic,F,Haverhill  Massachusetts  US,287 Halvorson Ranch Unit 86,Somerville,Massachusetts,Middlesex County,02145,42.3876614882042,-71.0947416028475,514091.7625,635.5875,False
49103abc-8e28-03bd-deb0-bca5082e23ba,1979-11-15,,999-96-1503,S99991127,X11655352X,Ms.,Moon,Ledner,,,S,white,nonhispanic,F,Boston  Massachusetts  US,973 Nicolas Heights,Fall River,Massachusetts,Bristol County,02723,41.685999692046,-71.1352811637126,1586245.57,123862.22,False
a38b1195-9818-4286-ab60-96234d78c2b9,1960-12-23,,999-99-9159,S99970997,X87002556X,Mr.,Isaiah,Christiansen,,,M,white,nonhispanic,M,Raynham  Massachusetts  US,950 Quitzon Parade Suite 4,Boston,Massachusetts,Suffolk County,02114,42.3357845779653,-71.1262438313255,194124.2025,123579.8475,False
477d1553-c12f-bef6-bf9a-bc6ae658a6a0,2015-02-09,,999-44-2696,UNKNOWN,UNKNOWN,,Daren,Schmidt,,,,black,nonhispanic,M,Boston  Massachusetts  US,460 Strosin Run,Whitman,Massachusetts,Plymouth County,,42.0318582864013,-70.9185983059036,170591.8625,2462.5875,False
00c9ca99-6b9f-add4-8759-f7dfee6ea1a4,1966-07-31,,999-88-1607,S99987613,X85436867X,Mrs.,Keisha,Kilback,,Bosco882,M,white,hispanic,F,Charlton  Massachusetts  US,386 Blick Tunnel Suite 4,Fitchburg,Massachusetts,Worcester County,01420,42.5638654555982,-71.7715041738572,1715017.686,562818.174,False
7bbf12a9-8dd5-356c-175f-4c29bddba047,1978-02-27,,999-52-4512,S99974599,X83109519X,Mrs.,Sondra,Robel,,Wiegand701,M,white,nonhispanic,F,Boston  Massachusetts  US,151 Dare Drive Suite 60,Lowell,Massachusetts,Middlesex County,01852,42.6693198414927,-71.3193777428835,751735.5575,199529.0225,False
579dc752-5705-6967-db68-1e20800a1661,2016-05-07,,999-23-3974,UNKNOWN,UNKNOWN,,Chanell,Skiles,,,,white,nonhispanic,F,Arlington  Massachusetts  US,729 Weber Ramp Unit 63,Adams,Massachusetts,Berkshire County,01220,42.6407468300586,-73.1244662217034,18663.719,11280.661,False
e133001b-40ea-e5c8-d1da-9bdcd829776d,1949-12-09,,999-29-2572,S99954260,X51632076X,Mr.,Kirk,Gaylord,,,M,white,nonhispanic,M,Reading  Massachusetts  US,846 Jacobson Drive,Salem,Massachusetts,Essex County,,42.507143077963,-70.8667658828007,270287.906,341580.214,False
411b4d1d-dd68-1a09-7d8a-7d1f0e7a3d7c,1989-12-19,,999-36-9442,S99966454,X72037745X,Ms.,Nanci,Kreiger,,,S,hawaiian,nonhispanic,F,East Harwich  Massachusetts  US,328 Hartmann Ferry Suite 1,Methuen,Massachusetts,Essex County,01841,42.671367020863,-71.1235199807277,1107525.1235,427571.0665,False
4a4fd874-cf7c-d4f5-07a1-77b844d97c5f,1997-06-15,,999-82-8090,S99936932,X53018491X,Ms.,Lynsey,Rath,,,,white,nonhispanic,F,Lanesborough  Massachusetts  US,882 Roob Track,Lancaster,Massachusetts,Worcester County,,42.462273829536,-71.6379167379801,761161.471,137412.109,False
1e2bd11c-6949-0dba-c7b3-890aa0023fde,1996-02-20,,999-70-5278,S99984173,X85122636X,Ms.,Randa,Nader,,,,white,nonhispanic,F,East Bridgewater  Massachusetts  US,909 Heathcote Terrace Unit 87,North Adams,Massachusetts,Berkshire County,01247,42.7106051154342,-73.0501211171138,635188.5875,2813.3325,False
dd4daa77-4499-cb78-bab2-9815954509fa,1960-08-19,1990-11-23,999-98-2149,S99981742,X37032640X,Mrs.,Anne,Gleason,,Yundt842,M,white,nonhispanic,F,Bedford  Massachusetts  US,330 Bogisich Knoll,Springfield,Massachusetts,Hampden County,01105,42.1246679309409,-72.5182807680241,466711.242,119629.548,False
8c6ae452-5f8c-9ff6-006d-c6c860acf5cd,1917-05-15,2016-05-31,999-80-2062,S99946747,X52726396X,Mrs.,Darla,Hoppe,,Ferry570,M,white,nonhispanic,F,Quincy  Massachusetts  US,504 Heathcote Forge Apt 52,Quincy,Massachusetts,Norfolk County,02171,42.2663792500571,-71.0584597385994,2866534.364,358924.006,False
baaa597d-06af-67c9-837c-620f96157c3b,2002-05-06,,999-32-7156,S99999870,UNKNOWN,Ms.,Alva,Conn,,,,white,nonhispanic,F,Mashpee  Massachusetts  US,898 Heidenreich Promenade Unit 61,Greenfield,Massachusetts,Franklin County,,42.5916841111602,-72.6232448695412,551443.645,339.135,False
e2826a33-214c-e2c9-d2a3-1a14203ff1b5,1973-12-05,,999-22-6207,S99914581,X80722427X,Mr.,Esteban,Mitchell,,,M,native,nonhispanic,M,Southwick  Massachusetts  US,560 Douglas Ferry Suite 17,Lawrence,Massachusetts,Essex County,01840,42.7435295977504,-71.1407676155635,1197662.475,3622.545,False
33edcda2-4853-abe6-9e2b-5a40279cd50b,2015-03-12,,999-15-9126,UNKNOWN,UNKNOWN,,Rex,Bailey,,,,white,nonhispanic,M,Swansea  Massachusetts  US,283 Mann Byway Suite 87,Springfield,Massachusetts,Hampden County,01105,42.1064431394698,-72.5295886108579,15944.5455,4068.1945,False
ef82862b-c0f8-7440-2dcb-4d7137349f0d,1988-08-04,,999-42-8417,S99975645,X43216868X,Ms.,Melodie,Cormier,,,S,white,nonhispanic,F,Naples  Campania  IT,161 Aufderhar Meadow,South Dennis,Massachusetts,Barnstable County,02660,41.6608682686343,-70.1503503993077,1447117.1895,486322.2005,False
c07fdd29-a5c1-6e59-32f4-ce41a4633cd5,1943-08-28,,999-41-8137,S99914378,X40691234X,Mrs.,Bee,Macejkovic,,Bashirian201,M,white,nonhispanic,F,Lowell  Massachusetts  US,161 Mitchell Ferry Suite 80,Whitman,Massachusetts,Plymouth County,,42.0298746385802,-70.9717375548949,4015299.6715,533954.7185,False
420b3566-8788-f95c-0401-f317a9b445e5,1982-11-25,,999-19-2975,S99971902,X57311344X,Mr.,Andres,Hintz,,,M,white,nonhispanic,M,Milford  Massachusetts  US,784 Rice Esplanade,Newton,Massachusetts,Middlesex County,02458,42.3363978162291,-71.175118893168,1481643.655,338036.025,False
8baeb614-ce03-cedf-2694-92b70f894886,2013-09-16,,999-46-3147,UNKNOWN,UNKNOWN,,Emilie,Kozey,,,,white,nonhispanic,F,Gloucester  Massachusetts  US,128 Schmitt Manor,Fall River,Massachusetts,Bristol County,02790,41.6125324664541,-71.0652576352339,208262.0375,132.4425,False
1094e290-28ca-61c8-f170-59648b11b32e,1957-10-24,,999-16-6851,S99987975,X39568994X,Mrs.,Shena,Larkin,PhD,Durgan499,M,white,nonhispanic,F,Middleborough  Massachusetts  US,647 Schimmel Boulevard Suite 10,Salem,Massachusetts,Essex County,,42.4330044607899,-70.878974276604,1764804.6125,62282.8575,False
bd08fe07-215b-69e4-43d1-24d8326ae686,1993-05-23,,999-56-9038,S99999166,X59300777X,Mrs.,Christia,Ritchie,,Schroeder447,M,white,nonhispanic,F,Easton  Massachusetts  US,529 Reynolds Glen,East Dennis,Massachusetts,Barnstable County,02641,41.7907702624543,-70.1444210414026,2008847.6225,39559.2975,False
